user_id,account_number,currency_code,balance,created_at
8,4397873197514,UZS,2042.60,4948-11-27T23:44:00
32,5456604695090008,CHF,7256.25,9834-10-13T16:30:00
53,377998806805502,XOF,2262.31,9293-01-27T16:51:00
86,375137738422285,MRO,5786.86,9951-01-23T22:19:00
36,374693899317745,BAM,58.49,2374-05-01T21:38:00
76,5480671450926858,ALL,4992.67,6706-02-02T13:11:00
39,376520684798672,CUP,8717.80,7246-01-28T03:35:00
43,343428758899979,XBA,7234.24,9472-07-04T06:43:00
89,340606659694805,SZL,3864.11,8842-02-02T01:59:00
75,5151160535837932,LVL,9922.50,1099-10-22T17:56:00
30,4054482123474,CZK,9049.97,3951-10-07T10:03:00
39,4449800808730,LRD,9369.16,5286-04-26T08:31:00
92,372126962550034,GIP,2760.24,1124-05-17T23:34:00
44,4361417384097052,HTG,2294.94,3074-06-29T19:36:00
86,5274957818524620,XAF,4250.42,7394-04-07T06:58:00
18,348325759470432,NZD,8507.36,9256-12-09T13:26:00
21,5187733583318779,KES,5008.32,4328-10-04T18:34:00
30,5374272362603864,SVC,8055.15,1473-01-20T06:45:00
29,5428292959539459,AZN,539.99,7064-08-25T17:14:00
24,4571936253107326,ZAR,9605.80,8834-08-21T06:38:00
41,371843819363377,VEF,4673.57,3160-09-16T15:08:00
51,4227357434227958,TZS,6440.95,7915-04-24T22:26:00
50,341543278623118,NOK,666.42,6779-04-24T20:12:00
20,4199617115159,LVL,908.68,3519-02-11T15:49:00
36,5114399484293467,MZN,8531.74,6013-05-10T12:16:00
96,5285283909294107,GYD,6907.49,5784-07-10T04:12:00
87,5296330957817193,GEL,8183.12,9529-08-29T00:49:00
90,4350181463304051,MNT,5506.16,4724-06-26T23:35:00
33,4396691262327018,MDL,4701.32,5796-10-31T11:50:00
52,5530207689871993,KYD,8703.05,5021-05-12T19:54:00
51,379673862803140,VEF,8276.64,1247-07-05T20:33:00
5,5523749951810166,USD,9649.64,2643-01-13T01:10:00
10,349163228803019,KZT,1720.10,2219-08-18T02:42:00
37,4308747426897,KMF,1132.92,6839-04-10T03:44:00
98,5285329147547218,PGK,5854.49,2112-10-31T19:55:00
69,5100013408595842,IDR,4747.65,1245-08-20T23:10:00
37,370871098382522,TRY,1669.53,3513-10-27T13:13:00
20,4113271449191,OMR,7984.89,6320-06-10T20:12:00
5,4518434564511416,MOP,9932.47,2092-10-11T14:38:00
9,5169529441896184,EUR,5533.83,4300-10-02T20:52:00
69,5353868350539195,BAM,7173.91,6655-12-06T13:25:00
39,4929052080075469,RSD,4572.56,9079-11-05T00:11:00
68,4985869983590,GYD,4286.57,5984-02-01T14:29:00
91,5288000038650547,TMT,6055.86,9076-06-19T18:06:00
67,5527158935763820,EUR,2830.52,3344-04-29T10:06:00
53,374768326717825,SGD,8318.27,4232-09-09T23:08:00
13,5290197789470640,KYD,7609.79,4250-05-12T19:09:00
90,5506629090642467,SZL,4445.37,3856-11-13T02:50:00
60,5352857192498273,VUV,2168.02,4263-06-25T10:37:00
19,372315581068485,EEK,4629.61,3366-10-19T21:46:00
21,4728254229396748,INR,8620.91,9130-01-11T18:21:00
31,372589202189800,XOF,1986.37,1678-05-19T10:27:00
56,5589286857673019,TTD,5317.86,8078-05-29T16:15:00
74,4202644058607147,MYR,6740.56,7670-03-25T21:27:00
19,344696318924689,VEF,8141.37,5040-03-03T16:10:00
86,5234818759897905,SGD,9974.49,6323-01-01T10:07:00
90,345047801758241,XBD,6812.06,5653-04-19T20:36:00
9,4432243666153834,SBD,7776.09,7756-10-16T07:19:00
92,5470208953517975,QAR,1577.33,2596-07-28T23:48:00
94,341599710516113,PYG,5704.90,6791-05-16T11:34:00
68,4022357534194,UZS,242.55,6148-12-27T05:41:00
94,4828044156710147,EGP,427.36,2396-12-09T09:28:00
28,373023996266100,XBC,7876.25,3532-09-06T13:28:00
79,4895992801795,XCD,7527.63,3622-09-12T12:29:00
91,5416815029230420,QAR,4734.09,9048-03-27T22:09:00
4,377408560204882,GNF,3105.45,8203-05-15T00:53:00
78,4946244551419958,JMD,1901.77,1843-09-11T14:41:00
71,4386396251665,STD,1632.91,2188-05-08T13:28:00
55,375303557930200,LBP,19.48,7019-05-28T09:35:00
87,5365970006257929,AOA,8229.70,9667-05-16T08:40:00
15,340738129534118,RSD,2526.19,6960-03-26T06:08:00
9,4708622886969094,KMF,3989.92,4873-05-24T20:07:00
9,379374193711866,ALL,5102.99,5728-06-07T12:41:00
6,349223324142586,MOP,5735.15,5558-11-04T09:26:00
34,4307509703397,LKR,5630.82,2258-10-09T18:16:00
20,342855317440080,WST,497.47,5696-04-03T06:10:00
23,378124367655538,TRY,9004.70,6997-09-30T19:18:00
47,5459205725176895,PLN,7788.90,2640-12-17T06:16:00
5,5385969366902096,SDG,2332.06,2259-06-15T19:55:00
90,4790971068864,DKK,9799.85,8667-07-19T18:42:00
3,5141048293321921,XBC,9497.87,2651-11-02T15:01:00
84,346684404997214,ZWL,7428.15,2118-12-19T04:03:00
92,5117707453046764,CDF,8570.63,7326-03-06T22:33:00
62,4191869622034139,MDL,9891.05,1278-03-26T15:21:00
71,5107587885239993,THB,9044.23,5606-12-12T01:01:00
100,373832263835812,GMD,7373.56,9297-06-16T04:25:00
9,341961310412135,LAK,2357.83,9967-05-10T16:46:00
13,5524666018074231,TOP,2347.24,3943-06-02T14:05:00
96,4856675236734,EUR,6117.41,3524-10-16T12:12:00
15,4094934664131,ETB,8010.21,7473-04-25T16:17:00
83,4471225712585,VND,4005.80,5619-01-07T07:40:00
37,4748277662618,DKK,7500.35,6644-11-29T03:33:00
100,5561831126491628,AOA,8555.50,7199-03-30T12:57:00
51,342282534446504,KMF,8352.21,7586-03-02T22:44:00
65,4471127611969,AZN,7221.42,7805-08-16T13:28:00
35,373836090710192,BGN,4874.91,8422-06-28T09:14:00
15,4666085219292644,NGN,9825.99,4477-08-25T06:46:00
12,349930146668251,BGN,8927.52,9226-10-29T17:32:00
85,372922414529478,XBB,2833.76,7859-02-06T16:41:00
50,5185283684241050,XBA,2212.14,6372-01-12T07:55:00
62,378718498411262,JPY,8098.51,1200-02-27T05:54:00
81,4361434983334612,XFU,72.32,7124-04-19T15:51:00
58,4454848708402,PEN,5387.46,2646-03-23T21:06:00
17,5519063854324028,XAU,9186.05,4235-12-25T21:59:00
52,5562343827305791,PKR,8576.34,7572-06-21T04:25:00
2,345094918931236,XAU,9520.71,6178-12-21T09:26:00
5,4933397909295200,TMT,9448.32,9764-04-23T07:19:00
19,5147622996314807,ERN,4178.83,1230-07-03T22:43:00
42,344789521534410,GBP,3959.39,6651-02-26T01:05:00
82,5181825302199625,SHP,4773.47,2714-02-07T18:15:00
67,379102946369718,PEN,6374.70,3447-05-29T16:32:00
30,4063627405196,KZT,2877.67,3810-10-07T20:39:00
82,5141959185087281,EGP,1477.00,5724-03-19T18:13:00
66,5374832453783105,GMD,6439.87,3293-07-24T21:14:00
99,4768850711606576,LRD,1361.15,7343-10-05T09:04:00
65,4366118199815747,GYD,3584.56,9170-12-29T07:54:00
23,378824089354713,CVE,4673.21,4624-01-05T15:27:00
7,349042560062465,INR,4317.17,8820-08-23T15:29:00
20,5151295125980641,TRY,9213.79,1526-11-25T02:55:00
2,5323910219456406,AFN,5296.40,1086-05-24T18:38:00
50,342205598244099,AUD,2089.06,3651-07-05T15:33:00
75,379965933945573,PGK,4583.42,4643-11-08T06:31:00
29,375567524960650,NOK,2209.40,3004-04-21T07:05:00
95,343723352707895,TMT,3599.21,7823-04-16T01:58:00
23,4952252055626,INR,978.31,9891-03-13T13:30:00
70,4314806412997,AOA,909.67,6622-04-06T19:26:00
75,4314005557973,MYR,1935.44,2746-04-04T18:33:00
96,4269895127447,FJD,737.28,1372-03-08T03:44:00
30,5576413530392594,FKP,4176.24,8970-01-20T22:56:00
90,5363692769552997,ERN,4688.06,1371-07-17T19:35:00
35,378612899886013,TJS,6219.91,6644-02-07T12:53:00
40,347865580759995,CLP,9207.84,7278-08-15T03:27:00
87,343056190032124,EGP,4741.02,4821-10-09T08:24:00
51,4059906552770,LVL,1936.81,3442-03-21T16:27:00
85,5383511530371022,RSD,9949.21,9071-07-05T00:10:00
85,4032617030928,SZL,6129.05,8008-12-16T15:40:00
65,4624625240770,THB,1113.07,5398-10-03T04:44:00
80,378563826632664,DJF,4340.96,6491-01-11T03:12:00
9,345840073960080,XBC,1496.59,9780-12-20T03:30:00
13,4534762468506,LBP,9182.26,9833-12-22T15:56:00
78,4620995223224844,LVL,8407.65,1649-01-08T02:50:00
64,4088384873688,KGS,8849.81,7443-03-02T09:28:00
85,4793435754483,ZAR,1034.14,2595-09-24T00:12:00
36,5108688476200060,RWF,5601.16,2782-08-08T04:21:00
98,347748441640727,XFU,5738.37,5834-11-07T22:43:00
84,5515850062630426,XTS,2041.52,3432-04-25T05:05:00
47,378305290769411,RUB,1340.98,2326-02-13T17:05:00
78,4374213830773,PAB,8616.94,4085-05-18T14:45:00
56,5125387841279276,GNF,4107.94,7905-11-29T08:41:00
37,346199434468941,SDG,5683.97,2403-10-30T10:29:00
79,5323904705630319,TJS,3199.08,3140-08-09T01:19:00
35,4929445033133809,SAR,9473.39,8641-11-07T20:40:00
57,4941217816064715,XFU,6716.44,2204-03-13T22:38:00
56,5213734330577699,FKP,6266.68,9116-10-16T00:46:00
43,4967007801521939,XAG,1763.72,8167-01-05T02:09:00
31,4222571148410461,ZMK,4984.36,9855-12-01T14:04:00
19,4106217576624,LKR,5877.15,2878-07-09T19:23:00
86,5183725472614627,HRK,2854.99,4257-12-02T03:14:00
28,4938456274226,XCD,5408.74,1105-06-25T20:55:00
84,376609830217419,VUV,5389.40,4151-09-12T00:46:00
36,4681883709444647,KRW,877.68,7773-10-09T16:37:00
26,5213663167557773,HRK,5070.35,2090-03-30T04:42:00
19,378778669301552,KYD,9706.46,2325-06-24T06:40:00
6,340898777858323,SCR,4654.73,9565-12-07T21:26:00
23,4942762073304,PLN,2026.98,8389-01-11T15:44:00
53,370918663875666,KMF,697.12,5019-11-07T02:47:00
11,346748653208251,PYG,4276.52,6734-11-08T07:21:00
100,5433236854056039,AZN,1295.84,3282-12-17T15:04:00
49,373938709752692,DJF,2716.92,6215-03-28T04:32:00
99,5396464210807359,ALL,9771.55,3166-09-06T10:24:00
80,341439681687257,EEK,112.32,6069-06-05T15:27:00
8,345516413078883,OMR,8916.69,9529-10-25T11:39:00
59,370503581129335,DKK,5791.06,8755-11-22T18:48:00
33,5282575491936398,AED,559.40,7887-10-22T18:08:00
60,5339109782527261,IQD,7112.60,6842-12-28T22:37:00
51,4246975217264612,AZN,9012.22,1120-08-15T10:54:00
4,377405345842647,ETB,7589.35,2527-09-07T20:24:00
94,376299803027180,UGX,9480.67,8706-10-01T02:43:00
10,4929346026686,KHR,8993.41,7382-09-10T11:39:00
80,4040127335579962,XCD,7458.86,3947-09-14T23:32:00
41,377757883933794,BBD,524.52,4748-09-02T17:00:00
91,371818406716243,XBB,1468.46,1437-10-24T23:31:00
55,4713002151593916,MDL,4744.89,9560-12-14T10:00:00
92,4030580740932089,SYP,3635.78,7943-02-17T00:41:00
54,4404974347324,MGA,4120.45,1863-09-19T00:46:00
63,5299427572526485,RSD,7132.07,1847-02-06T16:35:00
100,349120917730918,AMD,8712.68,8036-11-06T19:57:00
62,348638714243042,TMT,3098.79,3496-05-05T05:18:00
4,346283480321635,UYU,6172.97,8602-10-05T04:18:00
22,5454811915329213,DOP,6804.06,3488-01-19T18:37:00
85,5569287914529792,EGP,4557.80,1065-07-13T13:30:00
98,5165943002248020,FJD,154.50,4166-10-19T19:25:00
59,5558223445904991,IQD,4612.60,7385-03-10T01:59:00
10,4776868013553,DKK,7574.64,6651-01-16T07:49:00
77,378013947661383,MZN,7833.76,9256-07-03T03:28:00
42,375256770766848,EGP,6726.98,7273-03-12T09:30:00
65,377245838477852,OMR,6709.58,6934-03-23T05:13:00
18,375293694321932,ETB,9911.44,1218-12-28T21:39:00
44,4134869607391,SEK,2642.53,2043-05-27T12:04:00
56,5120043426548123,HTG,2336.96,5639-04-25T17:47:00
58,4608652974703,TZS,9195.77,4704-10-12T09:52:00
2,375482949202329,MUR,6782.70,2548-11-01T05:43:00
79,4195969506316838,PLN,5634.35,8417-12-01T18:06:00
98,4084374302611348,SBD,6312.04,3465-10-30T02:27:00
17,5378889004561956,TMT,422.92,6933-08-06T08:57:00
85,4383913530333,MKD,4701.88,1507-09-02T02:37:00
42,5577336697749828,THB,7710.90,3899-10-31T14:33:00
18,4223027241358510,SOS,3496.05,9827-08-10T18:40:00
52,342690614220691,ZAR,676.12,9608-03-17T15:04:00
75,5529389978048237,DKK,7899.99,5476-01-15T17:14:00
80,5129677827575655,AMD,5983.26,9873-01-23T19:59:00
70,5466363655585139,YER,2923.03,8888-09-16T12:04:00
87,4546913597810818,KHR,5281.02,3633-03-14T20:22:00
59,5221691488032853,MMK,3126.68,8128-04-10T10:26:00
50,344607622414938,PKR,8724.43,2125-01-27T23:53:00
3,5457666727733219,GTQ,232.11,4802-02-05T00:05:00
39,4244435722398,HKD,8967.55,3311-12-07T14:47:00
4,376288871380608,KMF,5166.19,4687-02-27T04:36:00
39,344061369895746,CUP,9485.34,4248-09-22T04:49:00
23,343878217708632,TOP,6231.43,5342-05-21T08:50:00
8,4945550752932,SCR,265.50,6035-01-01T15:40:00
47,4992457558818526,PHP,8366.40,6822-06-24T09:54:00
23,4305193273918380,PYG,7560.62,8935-03-04T15:07:00
46,5409522986595402,RWF,7602.31,4331-09-14T20:33:00
4,5344124516758564,MOP,155.85,2175-12-28T03:01:00
89,348123432621321,IRR,8817.16,2678-01-25T05:31:00
1,373254789928699,CZK,8935.26,9119-09-05T08:05:00
97,5538073024377092,UZS,2077.07,2287-10-22T14:33:00
32,342887247140574,BRL,6297.49,4226-12-04T23:03:00
98,4010843438390,MRO,2322.26,1930-01-10T10:15:00
83,341869253139659,KWD,2529.69,1555-06-29T04:24:00
93,4532068878309786,CAD,3670.47,2203-06-21T16:51:00
75,4070488910566,CRC,7357.17,8690-02-10T14:06:00
10,4068594464435661,MGA,4506.86,5484-03-31T02:24:00
41,4514267976935862,KWD,2833.92,8024-01-11T07:55:00
12,4069996008539131,KPW,2809.29,3923-12-04T20:28:00
47,374808040366711,MOP,4156.64,2048-10-29T23:14:00
36,375300789581909,XFU,6165.48,3098-04-23T23:32:00
83,4915677043233,RSD,5380.86,5560-08-30T13:29:00
26,346348504258053,MOP,1105.33,4409-06-30T08:57:00
48,4012718755344624,MRO,6957.51,1162-11-20T23:11:00
90,4296068511923411,NPR,8718.45,1861-08-28T22:36:00
27,376894082287121,AOA,7372.09,9078-10-19T17:12:00
86,5304721891663323,ISK,1179.20,4410-07-30T03:54:00
53,5402455841900557,TZS,8152.56,6281-02-20T02:18:00
74,379085956428931,ZAR,2350.28,4312-11-20T08:06:00
19,5234935310724269,AUD,7925.29,9197-03-12T19:24:00
6,379008338690152,KRW,5681.44,4667-08-31T14:29:00
44,5401574249214915,KES,7437.29,8410-01-30T23:19:00
50,5448079986236811,AWG,8783.16,9043-01-28T19:16:00
13,340050589200223,PLN,5024.65,1254-06-18T22:31:00
100,375791336314026,SRD,4517.69,9865-02-13T21:14:00
33,5347208572885499,AMD,4269.53,8858-08-27T10:08:00
20,4762538545742,MOP,3647.63,9866-09-13T09:33:00
36,5412801398027211,ZAR,1794.33,7519-11-29T17:56:00
94,379308958758279,MDL,5784.31,1769-07-27T04:29:00
32,4814391207748881,GBP,4971.48,8994-11-19T10:13:00
35,4623152374337,BSD,3868.03,9657-05-29T15:33:00
54,4255079729865,RWF,7434.11,3526-02-15T14:15:00
47,4268329514724,AUD,6467.51,7159-08-26T22:19:00
74,4425522121545232,ZMK,920.85,4246-06-07T06:20:00
86,349010381738057,KES,950.58,2999-01-08T04:30:00
13,4120866653136,LKR,6540.27,7475-10-22T05:27:00
35,4016899352254,FKP,7959.74,2215-05-02T07:13:00
62,375383826751468,MUR,537.70,9376-05-20T00:27:00
60,5520759226864362,UYU,4202.27,4266-01-02T21:41:00
70,4264685415395,XDR,6191.67,3598-07-05T09:07:00
99,348249760395783,VND,7896.90,8434-09-17T06:13:00
53,5366547330355451,RUB,1911.62,8014-06-05T10:36:00
85,5151084141690669,BMD,1002.47,1198-07-27T14:13:00
66,346377532358823,BRL,5671.65,5828-11-03T02:07:00
4,379859717809075,XDR,9276.23,8488-03-23T10:26:00
69,4722694546251,BYR,213.89,8940-08-04T09:35:00
17,370991503324607,XBC,4040.33,1322-02-16T03:52:00
81,4865857674987,AWG,3651.63,9121-09-05T11:12:00
31,4730813682858,LVL,1838.87,7884-12-13T11:45:00
59,5361892550258018,SZL,3405.15,6617-05-07T05:39:00
36,5518580095518176,AOA,1440.56,8147-05-17T12:28:00
68,4886861244144644,CNY,7589.55,5950-09-01T10:22:00
89,348141555816634,HKD,841.55,5593-11-04T00:10:00
73,5587334996956184,MWK,4959.81,7043-11-02T04:21:00
26,4249065923821,MYR,6018.15,7988-12-02T06:07:00
72,5525144858959647,LBP,9649.08,6506-04-01T08:50:00
32,4841311420026,KZT,8116.61,1780-10-17T12:15:00
1,4383807528983,SCR,5259.17,1145-08-05T04:10:00
99,345132311704386,SZL,9397.21,1178-05-10T02:11:00
9,5579856579250304,ZAR,7244.80,6826-12-28T07:17:00
32,5268274190127347,UGX,4814.40,5452-02-23T02:05:00
28,5553688797266568,COP,5419.35,5058-05-10T11:52:00
30,4422099234538,XAU,1076.36,5520-09-09T21:40:00
52,4341028201444933,GHS,7806.32,8773-08-15T04:37:00
75,4878319345963784,GNF,6347.33,9768-12-24T19:31:00
92,371264470423037,GEL,2354.28,5706-05-28T15:10:00
98,4432530402088500,RUB,1585.82,1331-10-25T19:10:00
16,5241650681974770,XPF,6860.26,7662-03-09T08:00:00
69,372769221805236,GMD,7927.09,6785-02-24T21:53:00
89,4263815741928,BMD,8283.58,7132-07-05T05:36:00
42,376877998194755,EGP,4274.43,8169-08-10T01:54:00
68,5436441903800539,COP,9964.50,6016-02-12T14:36:00
84,5477723902326230,MKD,2804.93,9552-07-31T15:02:00
94,349339256975404,DKK,1787.22,5035-06-20T20:45:00
74,5185892393657677,SVC,8691.51,5694-03-17T10:48:00
71,4608584152551,XAU,3796.73,6952-05-25T17:29:00
2,347182602645839,TTD,7293.81,8764-02-27T02:25:00
89,5347822639365780,CHF,7257.62,7600-11-02T17:04:00
47,5111021596223710,SZL,3451.86,3231-10-19T16:20:00
67,372032010104777,BND,7746.39,4877-06-12T10:23:00
12,370686555300678,MGA,3557.37,5086-09-03T01:15:00
97,377436035884478,JMD,7730.74,2246-12-27T05:10:00
5,4963450714671,AZN,7599.92,1624-01-09T03:08:00
22,4500413523137547,KGS,5724.98,1791-02-25T07:18:00
26,5319395485413891,SYP,1195.34,1582-07-06T15:33:00
14,4681533491139,MGA,8732.71,3302-10-14T11:18:00
13,4920964991249,LKR,1580.83,3353-05-13T19:44:00
19,4030137574128,BRL,8356.25,5032-04-19T07:48:00
75,348819433722736,VEF,1719.43,4062-04-07T18:52:00
17,5111902103011633,ANG,1572.15,4898-12-25T17:45:00
89,371887803213968,LYD,7604.02,1028-07-16T08:24:00
92,341278169218353,XBA,4526.79,6707-02-13T22:40:00
94,5427266121989371,XDR,6018.61,2674-12-23T16:28:00
96,374943431213982,FKP,5097.58,3837-07-25T09:39:00
37,4137823343687136,XCD,489.50,1580-10-02T18:00:00
27,5552421889800164,BWP,9351.71,4648-12-05T03:31:00
98,377640134439881,VND,2190.45,5319-10-22T12:22:00
17,340662142000367,MYR,4755.24,5948-03-23T07:23:00
96,4311323615240795,BSD,4822.27,1561-12-11T03:09:00
22,5151335434184111,SGD,321.37,7732-10-03T23:24:00
88,5270040834302612,EGP,1436.04,9494-09-17T00:04:00
47,343045462926451,MXN,6556.41,6877-06-22T11:14:00
7,373698282957247,KWD,1073.63,8247-04-23T21:50:00
60,5180332365723137,MGA,1639.46,2260-12-10T21:49:00
55,346459160085370,XFU,6131.45,2053-11-18T02:07:00
62,4654054702043728,MKD,1539.61,1653-05-13T07:07:00
37,343985189131729,GHS,9968.78,6208-12-07T06:00:00
90,5216473073513051,EUR,9505.96,9190-04-11T18:59:00
21,5188785977285856,COP,6700.36,5766-07-08T06:54:00
89,374843185481472,RUB,9506.01,4607-09-30T16:09:00
85,5101628521218037,SCR,6285.29,5584-06-03T13:35:00
45,340517304216324,LRD,7012.73,7136-03-19T15:07:00
6,4499958069041357,CUP,7738.21,3979-05-15T03:42:00
74,4274647614686,ANG,1235.94,5509-03-15T08:26:00
35,4260191834422176,ZWL,9876.04,9768-01-13T11:48:00
96,4500883294350,PYG,6158.28,9492-06-01T12:08:00
6,345227421680270,TZS,9387.36,1022-09-13T08:46:00
75,4509380340209,MGA,6431.78,9604-12-27T22:20:00
39,374588037564410,SYP,5156.05,8479-05-01T20:40:00
1,374739095692698,LVL,4966.36,5599-09-24T13:36:00
6,5191077088205071,SLL,8861.83,1864-10-04T15:11:00
88,346291945551193,STD,2315.94,6313-07-24T05:28:00
98,4863542248644,SYP,7585.82,3895-04-23T09:49:00
24,4932041932907016,TJS,6053.18,3294-05-14T03:14:00
50,345805809083064,XTS,6636.04,6058-11-26T09:51:00
27,5351544383907764,DOP,9628.89,7294-02-02T04:02:00
74,372288654555143,XCD,298.44,1708-07-26T07:03:00
14,372930154249692,EUR,6556.51,8067-05-19T08:01:00
83,5115026896874019,IRR,3375.77,4539-02-21T14:18:00
2,348837663070119,USD,5425.55,7693-08-10T05:10:00
13,4112267671331,DJF,7890.66,6246-12-20T05:46:00
45,376838512976916,XPT,9642.95,8200-08-28T17:50:00
13,5487092357393147,KRW,1350.00,3194-05-27T13:49:00
9,4686585257557,DZD,3139.79,7770-08-04T02:06:00
55,340997868102734,NIO,5978.57,3060-03-03T23:11:00
98,371355665360867,JOD,7201.81,4423-05-18T16:54:00
94,4006377210718,GBP,3590.01,6811-05-07T11:02:00
56,5482575061335821,LVL,2153.70,4950-08-19T22:40:00
98,4778645750685,HRK,6853.94,9998-07-10T21:42:00
68,5109525491097502,TJS,6572.74,5684-05-12T05:15:00
63,5542478895285163,GYD,6940.16,2972-12-28T07:59:00
32,4943643488186254,TND,465.08,4704-04-13T21:10:00
76,4419698709821258,BDT,5427.38,1661-11-08T08:21:00
99,4134384684681,AWG,1006.63,1198-12-07T08:49:00
3,5156773844845696,AFN,6041.45,7326-06-18T00:10:00
54,5282344258104355,XPF,1462.01,9816-11-18T17:56:00
87,344138210240422,MOP,7155.68,2702-02-07T17:35:00
44,375270435978345,HTG,3116.12,4126-02-20T15:39:00
66,378244065265483,FJD,181.15,5110-01-13T15:10:00
1,4857916714313,KES,2186.23,2106-06-30T23:27:00
79,5122667452550708,PLN,8808.77,9942-09-10T19:09:00
38,4253586355370150,XAG,279.49,9750-06-01T18:43:00
36,370628062051230,INR,5759.54,4133-05-03T21:37:00
32,342076029982453,GIP,7970.51,7799-07-06T16:56:00
59,5496554484985359,MMK,9353.36,6627-03-25T00:12:00
13,5132373483930948,TOP,7848.62,7584-11-05T11:38:00
34,5350190415872575,NGN,6907.48,1409-07-22T07:22:00
37,378788181094968,STD,1398.26,9690-08-08T20:01:00
69,5378928746530513,TMT,4815.51,5414-04-07T18:00:00
41,4062459444848043,TND,5632.08,8501-10-17T15:39:00
58,4855861478783,MZN,5581.82,9105-09-21T11:59:00
42,5598179457723772,COP,6828.30,3166-10-19T10:46:00
14,5409541768876236,GBP,1470.58,5183-03-18T18:09:00
16,4993287507167256,HNL,2942.58,3933-10-24T12:31:00
42,5146477265862700,KES,8542.45,9643-03-24T14:53:00
3,5206540632648966,MXN,8771.53,7293-07-26T00:42:00
58,4120463368351513,WST,5603.49,1052-01-01T01:57:00
65,4131465626209,MWK,1099.61,6825-11-03T20:29:00
98,4345312074202,KMF,8248.91,9041-09-26T12:43:00
51,342955454283801,KES,4713.78,7874-09-07T13:19:00
95,342522243832274,ERN,696.86,2617-11-30T01:14:00
67,4239319693449,AFN,7587.60,9163-12-07T17:54:00
23,5398270432205639,SYP,7239.48,1986-03-29T03:10:00
84,374666724796524,DZD,245.66,7743-07-12T13:15:00
1,4786959176659,VND,1122.38,8729-07-29T04:24:00
84,4076957198861,PAB,141.52,7413-02-21T13:07:00
7,5471121029509901,AMD,4694.35,2879-07-26T16:21:00
73,375526009573900,KYD,6003.28,5754-08-31T08:12:00
96,5529741460224314,XAG,4827.92,7083-09-20T08:34:00
38,347371382075106,KPW,3356.15,8596-07-21T09:35:00
47,348401960377874,PHP,543.86,4989-12-14T01:41:00
20,5154212788144149,KMF,3811.07,9894-09-06T11:59:00
4,345838132400558,IRR,6534.46,1906-01-22T03:04:00
30,375097371927078,PAB,3148.02,7759-04-03T22:13:00
77,5554432656692856,GIP,4098.35,7905-10-18T07:38:00
59,4931175680110,PEN,3922.78,9378-02-24T02:48:00
80,346422542591049,SRD,5377.99,7025-11-08T06:12:00
90,378022831580661,SDG,549.29,7337-04-05T13:53:00
44,4371685853489509,HNL,66.68,7740-05-24T13:08:00
99,4477909320604893,NPR,6159.00,6545-10-09T12:20:00
99,372363498696385,TWD,8823.94,9214-10-16T00:46:00
43,4401234404157,SGD,7807.02,6657-08-14T20:46:00
63,4012631600796312,KRW,526.89,5749-01-23T17:30:00
54,4888898091248,EUR,7976.39,8333-11-22T16:44:00
10,5396272008630697,AZN,2896.31,6038-11-01T01:25:00
23,5431435862869639,AUD,3737.28,4051-11-11T03:16:00
51,4752814603574928,ERN,7192.12,2290-09-22T22:04:00
53,376324613627701,ZAR,6798.45,4364-05-30T15:49:00
58,376803487799604,XBB,205.07,5005-04-13T11:28:00
13,5110269449658399,HTG,4723.18,5939-08-23T06:25:00
36,5228790698470573,JPY,993.74,6882-03-05T08:24:00
37,4278478242709991,CNY,3365.27,6378-09-30T13:00:00
88,5156176494669509,CLP,8672.80,6136-12-15T02:53:00
11,4930535183436155,ZMK,8323.23,9427-09-24T05:40:00
96,375786966065064,EUR,2194.35,8938-05-18T15:36:00
81,5187509542984970,XBB,3952.16,9070-11-08T10:19:00
57,4144672028120926,MGA,3995.43,6638-08-12T03:24:00
31,5237933997291782,GYD,9103.09,4106-06-29T05:52:00
75,379545715786478,SAR,2386.04,2600-06-03T10:41:00
60,342795579213662,HKD,117.89,2538-10-20T02:44:00
35,4924686111247608,ZAR,1495.47,7086-06-03T05:35:00
62,342680609211462,VEF,7628.94,7574-02-15T00:14:00
17,4245239642654637,UAH,6315.53,1556-05-21T20:30:00
2,5480778215124347,GYD,3903.10,2117-10-14T15:16:00
88,4944711993414773,BHD,5400.13,9546-09-24T21:34:00
65,4478205807234877,GTQ,5513.63,5007-04-30T17:29:00
99,379369890933269,TRY,4585.58,6949-07-15T21:45:00
66,374795932368829,ZAR,3616.92,1917-04-15T08:38:00
91,340393885822149,JMD,9156.78,7602-04-17T10:42:00
75,4923885264948,HRK,7832.55,9812-03-12T18:16:00
58,5406352954691972,GEL,4137.61,9947-10-02T10:02:00
96,5433342714500925,FKP,9900.61,1410-01-24T17:38:00
45,5111173370156622,ZMK,7052.04,7117-08-11T07:58:00
37,373689399070901,XAF,5208.41,1699-04-19T12:57:00
30,4243923402131,BSD,4098.13,4112-09-29T14:07:00
91,5402176819041568,SYP,8934.85,7531-01-19T12:27:00
54,4583021238833753,JOD,6415.59,5281-05-18T16:57:00
16,5241747348056213,ISK,7822.70,1545-11-07T15:06:00
57,349947650415598,ZAR,4161.82,3228-11-27T23:48:00
43,345783457385973,XBC,9959.46,9748-10-17T13:03:00
17,5363926519475855,MMK,8017.25,1869-08-29T07:22:00
14,343661970533843,GMD,4061.99,2918-04-21T12:26:00
86,376005349327015,BMD,2270.20,9525-04-15T14:52:00
